date,ticker,return,year,name,esg,e,s,g,sector,industry
2020-10-31,APTV,0.052465069181748,2020,APTIV,65.57,84.47,31.12,85.52,Consumer Cyclical,Auto Parts
2020-11-30,APTV,0.2301792887987221,2020,APTIV,65.57,84.47,31.12,85.52,Consumer Cyclical,Auto Parts
2020-12-31,APTV,0.097641083705708,2020,APTIV,65.57,84.47,31.12,85.52,Consumer Cyclical,Auto Parts
2021-01-31,APTV,0.0254049657529233,2021,APTIV,63.17,87.78,39.96,81.42,Consumer Cyclical,Auto Parts
2021-02-28,APTV,0.1215568075782269,2021,APTIV,63.17,87.78,39.96,81.42,Consumer Cyclical,Auto Parts
2021-03-31,APTV,-0.0796850155714194,2021,APTIV,63.17,87.78,39.96,81.42,Consumer Cyclical,Auto Parts
2021-04-30,APTV,0.043437315143469,2021,APTIV,63.17,87.78,39.96,81.42,Consumer Cyclical,Auto Parts
2021-05-31,APTV,0.0453818806518575,2021,APTIV,63.17,87.78,39.96,81.42,Consumer Cyclical,Auto Parts
2021-06-30,APTV,0.0459380650593304,2021,APTIV,63.17,87.78,39.96,81.42,Consumer Cyclical,Auto Parts
2021-07-31,APTV,0.0605097830144549,2021,APTIV,63.17,87.78,39.96,81.42,Consumer Cyclical,Auto Parts
2021-08-31,APTV,-0.0878633690490495,2021,APTIV,63.17,87.78,39.96,81.42,Consumer Cyclical,Auto Parts
2021-09-30,APTV,-0.0211577710036691,2021,APTIV,63.17,87.78,39.96,81.42,Consumer Cyclical,Auto Parts
2021-10-31,APTV,0.1605692285221047,2021,APTIV,63.17,87.78,39.96,81.42,Consumer Cyclical,Auto Parts
2021-11-30,APTV,-0.0725316289571554,2021,APTIV,63.17,87.78,39.96,81.42,Consumer Cyclical,Auto Parts
2021-12-31,APTV,0.0286871884604544,2021,APTIV,63.17,87.78,39.96,81.42,Consumer Cyclical,Auto Parts
2022-01-31,APTV,-0.1719914861598294,2022,APTIV,80.63,86.68,35.4,79.1,Consumer Cyclical,Auto Parts
2022-02-28,APTV,-0.0522770485717257,2022,APTIV,80.63,86.68,35.4,79.1,Consumer Cyclical,Auto Parts
2022-03-31,APTV,-0.0751699874336613,2022,APTIV,80.63,86.68,35.4,79.1,Consumer Cyclical,Auto Parts
2022-04-30,APTV,-0.1111853450871854,2022,APTIV,80.63,86.68,35.4,79.1,Consumer Cyclical,Auto Parts
2022-05-31,APTV,-0.0015037937952516,2022,APTIV,80.63,86.68,35.4,79.1,Consumer Cyclical,Auto Parts
2022-06-30,APTV,-0.1616151968579876,2022,APTIV,80.63,86.68,35.4,79.1,Consumer Cyclical,Auto Parts
2022-07-31,APTV,0.1776131104639882,2022,APTIV,80.63,86.68,35.4,79.1,Consumer Cyclical,Auto Parts
2022-08-31,APTV,-0.1092573090967492,2022,APTIV,80.63,86.68,35.4,79.1,Consumer Cyclical,Auto Parts
2022-09-30,APTV,-0.1629027204429964,2022,APTIV,80.63,86.68,35.4,79.1,Consumer Cyclical,Auto Parts
2022-10-31,APTV,0.1644291108667805,2022,APTIV,80.63,86.68,35.4,79.1,Consumer Cyclical,Auto Parts
2022-11-30,APTV,0.1712967884747638,2022,APTIV,80.63,86.68,35.4,79.1,Consumer Cyclical,Auto Parts
2022-12-31,APTV,-0.126933544088775,2022,APTIV,80.63,86.68,35.4,79.1,Consumer Cyclical,Auto Parts
2023-01-31,APTV,0.2143240596277384,2023,APTIV,40.78,79.29,36.7,81.4,Consumer Cyclical,Auto Parts
2023-02-28,APTV,0.0282076447493653,2023,APTIV,40.78,79.29,36.7,81.4,Consumer Cyclical,Auto Parts
2023-03-31,APTV,-0.0351736874856146,2023,APTIV,40.78,79.29,36.7,81.4,Consumer Cyclical,Auto Parts
2023-04-30,APTV,-0.0831625067120171,2023,APTIV,40.78,79.29,36.7,81.4,Consumer Cyclical,Auto Parts
2023-05-31,APTV,-0.143690440322722,2023,APTIV,40.78,79.29,36.7,81.4,Consumer Cyclical,Auto Parts
2023-06-30,APTV,0.1590598798318414,2023,APTIV,40.78,79.29,36.7,81.4,Consumer Cyclical,Auto Parts
2023-07-31,APTV,0.0724850797465685,2023,APTIV,40.78,79.29,36.7,81.4,Consumer Cyclical,Auto Parts
2023-08-31,APTV,-0.0734313733892926,2023,APTIV,40.78,79.29,36.7,81.4,Consumer Cyclical,Auto Parts
2023-09-30,APTV,-0.0281912340698313,2023,APTIV,40.78,79.29,36.7,81.4,Consumer Cyclical,Auto Parts
2023-10-31,APTV,-0.1155289564127002,2023,APTIV,40.78,79.29,36.7,81.4,Consumer Cyclical,Auto Parts
2023-11-30,APTV,-0.0500000087493059,2023,APTIV,40.78,79.29,36.7,81.4,Consumer Cyclical,Auto Parts
2023-12-31,APTV,0.0830517284760623,2023,APTIV,40.78,79.29,36.7,81.4,Consumer Cyclical,Auto Parts
2020-02-29,ARE,-0.0693631387018506,2020,ALEXANDRIA REAL ESTATE EQUITIES REIT,77.07,65.88,38.76,66.3,Real Estate,REIT - Office
2020-03-31,ARE,-0.0975769630037169,2020,ALEXANDRIA REAL ESTATE EQUITIES REIT,77.07,65.88,38.76,66.3,Real Estate,REIT - Office
2020-04-30,ARE,0.1544280538853184,2020,ALEXANDRIA REAL ESTATE EQUITIES REIT,77.07,65.88,38.76,66.3,Real Estate,REIT - Office
2020-05-31,ARE,-0.0214522919325709,2020,ALEXANDRIA REAL ESTATE EQUITIES REIT,77.07,65.88,38.76,66.3,Real Estate,REIT - Office
2020-06-30,ARE,0.055490207175165,2020,ALEXANDRIA REAL ESTATE EQUITIES REIT,77.07,65.88,38.76,66.3,Real Estate,REIT - Office
2020-07-31,ARE,0.1015139620261547,2020,ALEXANDRIA REAL ESTATE EQUITIES REIT,77.07,65.88,38.76,66.3,Real Estate,REIT - Office
2020-08-31,ARE,-0.0516474762789348,2020,ALEXANDRIA REAL ESTATE EQUITIES REIT,77.07,65.88,38.76,66.3,Real Estate,REIT - Office
2020-09-30,ARE,-0.049768297994533,2020,ALEXANDRIA REAL ESTATE EQUITIES REIT,77.07,65.88,38.76,66.3,Real Estate,REIT - Office
2020-10-31,ARE,-0.0467376637721254,2020,ALEXANDRIA REAL ESTATE EQUITIES REIT,77.07,65.88,38.76,66.3,Real Estate,REIT - Office
2020-11-30,ARE,0.0805838288863289,2020,ALEXANDRIA REAL ESTATE EQUITIES REIT,77.07,65.88,38.76,66.3,Real Estate,REIT - Office
2020-12-31,ARE,0.08849914795954,2020,ALEXANDRIA REAL ESTATE EQUITIES REIT,77.07,65.88,38.76,66.3,Real Estate,REIT - Office
2021-01-31,ARE,-0.0564672770754504,2021,ALEXANDRIA REAL ESTATE EQUITIES REIT,76.92,70.13,39.59,75.05,Real Estate,REIT - Office
2021-02-28,ARE,-0.0444017051432593,2021,ALEXANDRIA REAL ESTATE EQUITIES REIT,76.92,70.13,39.59,75.05,Real Estate,REIT - Office
2021-03-31,ARE,0.0288682882732869,2021,ALEXANDRIA REAL ESTATE EQUITIES REIT,76.92,70.13,39.59,75.05,Real Estate,REIT - Office
2021-04-30,ARE,0.1094012528612249,2021,ALEXANDRIA REAL ESTATE EQUITIES REIT,76.92,70.13,39.59,75.05,Real Estate,REIT - Office
2021-05-31,ARE,-0.0156821932025379,2021,ALEXANDRIA REAL ESTATE EQUITIES REIT,76.92,70.13,39.59,75.05,Real Estate,REIT - Office
2021-06-30,ARE,0.0206438643104875,2021,ALEXANDRIA REAL ESTATE EQUITIES REIT,76.92,70.13,39.59,75.05,Real Estate,REIT - Office
2021-07-31,ARE,0.1133927282223008,2021,ALEXANDRIA REAL ESTATE EQUITIES REIT,76.92,70.13,39.59,75.05,Real Estate,REIT - Office
2021-08-31,ARE,0.0249825085374064,2021,ALEXANDRIA REAL ESTATE EQUITIES REIT,76.92,70.13,39.59,75.05,Real Estate,REIT - Office
2021-09-30,ARE,-0.0741385461754181,2021,ALEXANDRIA REAL ESTATE EQUITIES REIT,76.92,70.13,39.59,75.05,Real Estate,REIT - Office
2021-10-31,ARE,0.07468678349383,2021,ALEXANDRIA REAL ESTATE EQUITIES REIT,76.92,70.13,39.59,75.05,Real Estate,REIT - Office
2021-11-30,ARE,-0.0199373745938461,2021,ALEXANDRIA REAL ESTATE EQUITIES REIT,76.92,70.13,39.59,75.05,Real Estate,REIT - Office
2021-12-31,ARE,0.114410020578987,2021,ALEXANDRIA REAL ESTATE EQUITIES REIT,76.92,70.13,39.59,75.05,Real Estate,REIT - Office
2022-01-31,ARE,-0.121603106665285,2022,ALEXANDRIA REAL ESTATE EQUITIES REIT,78.87,71.05,44.66,73.93,Real Estate,REIT - Office
2022-02-28,ARE,-0.0279202017816829,2022,ALEXANDRIA REAL ESTATE EQUITIES REIT,78.87,71.05,44.66,73.93,Real Estate,REIT - Office
2022-03-31,ARE,0.0625659026153715,2022,ALEXANDRIA REAL ESTATE EQUITIES REIT,78.87,71.05,44.66,73.93,Real Estate,REIT - Office
2022-04-30,ARE,-0.0896912098104015,2022,ALEXANDRIA REAL ESTATE EQUITIES REIT,78.87,71.05,44.66,73.93,Real Estate,REIT - Office
2022-05-31,ARE,-0.0889877043530091,2022,ALEXANDRIA REAL ESTATE EQUITIES REIT,78.87,71.05,44.66,73.93,Real Estate,REIT - Office
2022-06-30,ARE,-0.126061837817432,2022,ALEXANDRIA REAL ESTATE EQUITIES REIT,78.87,71.05,44.66,73.93,Real Estate,REIT - Office
2022-07-31,ARE,0.1524848935684231,2022,ALEXANDRIA REAL ESTATE EQUITIES REIT,78.87,71.05,44.66,73.93,Real Estate,REIT - Office
2022-08-31,ARE,-0.0746770619608915,2022,ALEXANDRIA REAL ESTATE EQUITIES REIT,78.87,71.05,44.66,73.93,Real Estate,REIT - Office
2022-09-30,ARE,-0.0861149566099385,2022,ALEXANDRIA REAL ESTATE EQUITIES REIT,78.87,71.05,44.66,73.93,Real Estate,REIT - Office
2022-10-31,ARE,0.0451837662692404,2022,ALEXANDRIA REAL ESTATE EQUITIES REIT,78.87,71.05,44.66,73.93,Real Estate,REIT - Office
2022-11-30,ARE,0.070956811831623,2022,ALEXANDRIA REAL ESTATE EQUITIES REIT,78.87,71.05,44.66,73.93,Real Estate,REIT - Office
2022-12-31,ARE,-0.0638774734522513,2022,ALEXANDRIA REAL ESTATE EQUITIES REIT,78.87,71.05,44.66,73.93,Real Estate,REIT - Office
2023-01-31,ARE,0.1128398430271198,2023,ALEXANDRIA REAL ESTATE EQUITIES REIT,78.88,68.97,50.93,76.77,Real Estate,REIT - Office
2023-02-28,ARE,-0.0681848266211786,2023,ALEXANDRIA REAL ESTATE EQUITIES REIT,78.88,68.97,50.93,76.77,Real Estate,REIT - Office
2023-03-31,ARE,-0.1615035446191572,2023,ALEXANDRIA REAL ESTATE EQUITIES REIT,78.88,68.97,50.93,76.77,Real Estate,REIT - Office
2023-04-30,ARE,-0.0014058409360488,2023,ALEXANDRIA REAL ESTATE EQUITIES REIT,78.88,68.97,50.93,76.77,Real Estate,REIT - Office
2023-05-31,ARE,-0.0863262374205551,2023,ALEXANDRIA REAL ESTATE EQUITIES REIT,78.88,68.97,50.93,76.77,Real Estate,REIT - Office
2023-06-30,ARE,0.0002642714937779,2023,ALEXANDRIA REAL ESTATE EQUITIES REIT,78.88,68.97,50.93,76.77,Real Estate,REIT - Office
2023-07-31,ARE,0.1197493694606264,2023,ALEXANDRIA REAL ESTATE EQUITIES REIT,78.88,68.97,50.93,76.77,Real Estate,REIT - Office
2023-08-31,ARE,-0.0743158103480331,2023,ALEXANDRIA REAL ESTATE EQUITIES REIT,78.88,68.97,50.93,76.77,Real Estate,REIT - Office
2023-09-30,ARE,-0.1395908523234706,2023,ALEXANDRIA REAL ESTATE EQUITIES REIT,78.88,68.97,50.93,76.77,Real Estate,REIT - Office
2023-10-31,ARE,-0.0578163060548162,2023,ALEXANDRIA REAL ESTATE EQUITIES REIT,78.88,68.97,50.93,76.77,Real Estate,REIT - Office
2023-11-30,ARE,0.1747022545539844,2023,ALEXANDRIA REAL ESTATE EQUITIES REIT,78.88,68.97,50.93,76.77,Real Estate,REIT - Office
2023-12-31,ARE,0.1587750528000573,2023,ALEXANDRIA REAL ESTATE EQUITIES REIT,78.88,68.97,50.93,76.77,Real Estate,REIT - Office
2020-02-29,ATO,-0.1177472510516557,2020,ATMOS ENERGY,80.79,73.76,92.49,56.67,Utilities,Utilities - Regulated Gas
2020-03-31,ATO,-0.0342776295526363,2020,ATMOS ENERGY,80.79,73.76,92.49,56.67,Utilities,Utilities - Regulated Gas
2020-04-30,ATO,0.0276127951842994,2020,ATMOS ENERGY,80.79,73.76,92.49,56.67,Utilities,Utilities - Regulated Gas
2020-05-31,ATO,0.007943393012088,2020,ATMOS ENERGY,80.79,73.76,92.49,56.67,Utilities,Utilities - Regulated Gas
2020-06-30,ATO,-0.0254032554241999,2020,ATMOS ENERGY,80.79,73.76,92.49,56.67,Utilities,Utilities - Regulated Gas
2020-07-31,ATO,0.0643704398057214,2020,ATMOS ENERGY,80.79,73.76,92.49,56.67,Utilities,Utilities - Regulated Gas
2020-08-31,ATO,-0.0582129249889139,2020,ATMOS ENERGY,80.79,73.76,92.49,56.67,Utilities,Utilities - Regulated Gas
2020-09-30,ATO,-0.036931448067232,2020,ATMOS ENERGY,80.79,73.76,92.49,56.67,Utilities,Utilities - Regulated Gas
2020-10-31,ATO,-0.0410083904089935,2020,ATMOS ENERGY,80.79,73.76,92.49,56.67,Utilities,Utilities - Regulated Gas
2020-11-30,ATO,0.046034605247297,2020,ATMOS ENERGY,80.79,73.76,92.49,56.67,Utilities,Utilities - Regulated Gas
2020-12-31,ATO,0.001499275425886,2020,ATMOS ENERGY,80.79,73.76,92.49,56.67,Utilities,Utilities - Regulated Gas
2021-01-31,ATO,-0.0673789970998764,2021,ATMOS ENERGY,78.98,71.91,91.37,33.82,Utilities,Utilities - Regulated Gas
2021-02-28,ATO,-0.0493259041669424,2021,ATMOS ENERGY,78.98,71.91,91.37,33.82,Utilities,Utilities - Regulated Gas
2021-03-31,ATO,0.1761477469480172,2021,ATMOS ENERGY,78.98,71.91,91.37,33.82,Utilities,Utilities - Regulated Gas
2021-04-30,ATO,0.0479513201868968,2021,ATMOS ENERGY,78.98,71.91,91.37,33.82,Utilities,Utilities - Regulated Gas
2021-05-31,ATO,-0.0426683987286006,2021,ATMOS ENERGY,78.98,71.91,91.37,33.82,Utilities,Utilities - Regulated Gas
2021-06-30,ATO,-0.0246559078899823,2021,ATMOS ENERGY,78.98,71.91,91.37,33.82,Utilities,Utilities - Regulated Gas
2021-07-31,ATO,0.0258037507345683,2021,ATMOS ENERGY,78.98,71.91,91.37,33.82,Utilities,Utilities - Regulated Gas
2021-08-31,ATO,-0.0109544834602494,2021,ATMOS ENERGY,78.98,71.91,91.37,33.82,Utilities,Utilities - Regulated Gas
2021-09-30,ATO,-0.0897094979211062,2021,ATMOS ENERGY,78.98,71.91,91.37,33.82,Utilities,Utilities - Regulated Gas
2021-10-31,ATO,0.0444443589160103,2021,ATMOS ENERGY,78.98,71.91,91.37,33.82,Utilities,Utilities - Regulated Gas
2021-11-30,ATO,-0.0195398151105532,2021,ATMOS ENERGY,78.98,71.91,91.37,33.82,Utilities,Utilities - Regulated Gas
2021-12-31,ATO,0.1683496966468127,2021,ATMOS ENERGY,78.98,71.91,91.37,33.82,Utilities,Utilities - Regulated Gas
2022-01-31,ATO,0.0233847098619177,2022,ATMOS ENERGY,71.03,72.67,93.93,75.92,Utilities,Utilities - Regulated Gas
2022-02-28,ATO,0.0241557252383504,2022,ATMOS ENERGY,71.03,72.67,93.93,75.92,Utilities,Utilities - Regulated Gas
2022-03-31,ATO,0.0951718801697409,2022,ATMOS ENERGY,71.03,72.67,93.93,75.92,Utilities,Utilities - Regulated Gas
2022-04-30,ATO,-0.0509664397611643,2022,ATMOS ENERGY,71.03,72.67,93.93,75.92,Utilities,Utilities - Regulated Gas
2022-05-31,ATO,0.0256614336475615,2022,ATMOS ENERGY,71.03,72.67,93.93,75.92,Utilities,Utilities - Regulated Gas
2022-06-30,ATO,-0.0302755498267156,2022,ATMOS ENERGY,71.03,72.67,93.93,75.92,Utilities,Utilities - Regulated Gas
2022-07-31,ATO,0.0828723737401966,2022,ATMOS ENERGY,71.03,72.67,93.93,75.92,Utilities,Utilities - Regulated Gas
2022-08-31,ATO,-0.0659857075212906,2022,ATMOS ENERGY,71.03,72.67,93.93,75.92,Utilities,Utilities - Regulated Gas
2022-09-30,ATO,-0.0964901549367396,2022,ATMOS ENERGY,71.03,72.67,93.93,75.92,Utilities,Utilities - Regulated Gas
2022-10-31,ATO,0.046146154764622,2022,ATMOS ENERGY,71.03,72.67,93.93,75.92,Utilities,Utilities - Regulated Gas
2022-11-30,ATO,0.1281090549649961,2022,ATMOS ENERGY,71.03,72.67,93.93,75.92,Utilities,Utilities - Regulated Gas
2022-12-31,ATO,-0.0617823352207459,2022,ATMOS ENERGY,71.03,72.67,93.93,75.92,Utilities,Utilities - Regulated Gas
2023-01-31,ATO,0.0488088323301241,2023,ATMOS ENERGY,66.96,74.13,90.23,73.86,Utilities,Utilities - Regulated Gas
2023-02-28,ATO,-0.0402417915132925,2023,ATMOS ENERGY,66.96,74.13,90.23,73.86,Utilities,Utilities - Regulated Gas
2023-03-31,ATO,0.002355645649795,2023,ATMOS ENERGY,66.96,74.13,90.23,73.86,Utilities,Utilities - Regulated Gas
2023-04-30,ATO,0.0158419374605032,2023,ATMOS ENERGY,66.96,74.13,90.23,73.86,Utilities,Utilities - Regulated Gas
2023-05-31,ATO,0.0099876568710346,2023,ATMOS ENERGY,66.96,74.13,90.23,73.86,Utilities,Utilities - Regulated Gas
2023-06-30,ATO,0.0156682099492655,2023,ATMOS ENERGY,66.96,74.13,90.23,73.86,Utilities,Utilities - Regulated Gas
2023-07-31,ATO,0.0461579035498995,2023,ATMOS ENERGY,66.96,74.13,90.23,73.86,Utilities,Utilities - Regulated Gas
2023-08-31,ATO,-0.0473256899321957,2023,ATMOS ENERGY,66.96,74.13,90.23,73.86,Utilities,Utilities - Regulated Gas
2023-09-30,ATO,-0.0805855726031806,2023,ATMOS ENERGY,66.96,74.13,90.23,73.86,Utilities,Utilities - Regulated Gas
2023-10-31,ATO,0.01633161276018,2023,ATMOS ENERGY,66.96,74.13,90.23,73.86,Utilities,Utilities - Regulated Gas
2023-11-30,ATO,0.0571241557132358,2023,ATMOS ENERGY,66.96,74.13,90.23,73.86,Utilities,Utilities - Regulated Gas
2023-12-31,ATO,0.0256675832352986,2023,ATMOS ENERGY,66.96,74.13,90.23,73.86,Utilities,Utilities - Regulated Gas
2020-02-29,AVB,-0.0743001821168447,2020,AVALONBAY COMMNS.,77.96,76.79,71.1,34.78,Real Estate,REIT - Residential
2020-03-31,AVB,-0.2663142196716789,2020,AVALONBAY COMMNS.,77.96,76.79,71.1,34.78,Real Estate,REIT - Residential
2020-04-30,AVB,0.1183173876885177,2020,AVALONBAY COMMNS.,77.96,76.79,71.1,34.78,Real Estate,REIT - Residential
2020-05-31,AVB,-0.0425897557546,2020,AVALONBAY COMMNS.,77.96,76.79,71.1,34.78,Real Estate,REIT - Residential
2020-06-30,AVB,-0.0087812817078374,2020,AVALONBAY COMMNS.,77.96,76.79,71.1,34.78,Real Estate,REIT - Residential
2020-07-31,AVB,0.0006810411092965,2020,AVALONBAY COMMNS.,77.96,76.79,71.1,34.78,Real Estate,REIT - Residential
2020-08-31,AVB,0.0322622196243864,2020,AVALONBAY COMMNS.,77.96,76.79,71.1,34.78,Real Estate,REIT - Residential
2020-09-30,AVB,-0.0551686582512664,2020,AVALONBAY COMMNS.,77.96,76.79,71.1,34.78,Real Estate,REIT - Residential
2020-10-31,AVB,-0.0584829571279883,2020,AVALONBAY COMMNS.,77.96,76.79,71.1,34.78,Real Estate,REIT - Residential
2020-11-30,AVB,0.1973693068096569,2020,AVALONBAY COMMNS.,77.96,76.79,71.1,34.78,Real Estate,REIT - Residential
2020-12-31,AVB,-0.0369771237214467,2020,AVALONBAY COMMNS.,77.96,76.79,71.1,34.78,Real Estate,REIT - Residential
2021-01-31,AVB,0.0306191579580921,2021,AVALONBAY COMMNS.,77.39,75.76,59.64,44.93,Real Estate,REIT - Residential
2021-02-28,AVB,0.0738073506528405,2021,AVALONBAY COMMNS.,77.39,75.76,59.64,44.93,Real Estate,REIT - Residential
2021-03-31,AVB,0.0498434955660074,2021,AVALONBAY COMMNS.,77.39,75.76,59.64,44.93,Real Estate,REIT - Residential
2021-04-30,AVB,0.0495007689773301,2021,AVALONBAY COMMNS.,77.39,75.76,59.64,44.93,Real Estate,REIT - Residential
2021-05-31,AVB,0.0778124704553333,2021,AVALONBAY COMMNS.,77.39,75.76,59.64,44.93,Real Estate,REIT - Residential
2021-06-30,AVB,0.0084565998148591,2021,AVALONBAY COMMNS.,77.39,75.76,59.64,44.93,Real Estate,REIT - Residential
2021-07-31,AVB,0.0999497838492369,2021,AVALONBAY COMMNS.,77.39,75.76,59.64,44.93,Real Estate,REIT - Residential
2021-08-31,AVB,0.0076812522464901,2021,AVALONBAY COMMNS.,77.39,75.76,59.64,44.93,Real Estate,REIT - Residential
2021-09-30,AVB,-0.0345849023865602,2021,AVALONBAY COMMNS.,77.39,75.76,59.64,44.93,Real Estate,REIT - Residential
2021-10-31,AVB,0.0678577306326648,2021,AVALONBAY COMMNS.,77.39,75.76,59.64,44.93,Real Estate,REIT - Residential
2021-11-30,AVB,0.0165455322498662,2021,AVALONBAY COMMNS.,77.39,75.76,59.64,44.93,Real Estate,REIT - Residential
2021-12-31,AVB,0.0574371193029197,2021,AVALONBAY COMMNS.,77.39,75.76,59.64,44.93,Real Estate,REIT - Residential
2022-01-31,AVB,-0.0269710630244326,2022,AVALONBAY COMMNS.,72.8,72.27,52.67,60.62,Real Estate,REIT - Residential
2022-02-28,AVB,-0.0230929781056998,2022,AVALONBAY COMMNS.,72.8,72.27,52.67,60.62,Real Estate,REIT - Residential
2022-03-31,AVB,0.0409906650447551,2022,AVALONBAY COMMNS.,72.8,72.27,52.67,60.62,Real Estate,REIT - Residential
2022-04-30,AVB,-0.078434531884229,2022,AVALONBAY COMMNS.,72.8,72.27,52.67,60.62,Real Estate,REIT - Residential
2022-05-31,AVB,-0.0858097675192984,2022,AVALONBAY COMMNS.,72.8,72.27,52.67,60.62,Real Estate,REIT - Residential
2022-06-30,AVB,-0.0659262981824311,2022,AVALONBAY COMMNS.,72.8,72.27,52.67,60.62,Real Estate,REIT - Residential
2022-07-31,AVB,0.1103230757599416,2022,AVALONBAY COMMNS.,72.8,72.27,52.67,60.62,Real Estate,REIT - Residential
2022-08-31,AVB,-0.0609050091511872,2022,AVALONBAY COMMNS.,72.8,72.27,52.67,60.62,Real Estate,REIT - Residential
2022-09-30,AVB,-0.0832213246908849,2022,AVALONBAY COMMNS.,72.8,72.27,52.67,60.62,Real Estate,REIT - Residential
2022-10-31,AVB,-0.041063157720924,2022,AVALONBAY COMMNS.,72.8,72.27,52.67,60.62,Real Estate,REIT - Residential
2022-11-30,AVB,-0.0012564214022903,2022,AVALONBAY COMMNS.,72.8,72.27,52.67,60.62,Real Estate,REIT - Residential
2022-12-31,AVB,-0.0765006659808815,2022,AVALONBAY COMMNS.,72.8,72.27,52.67,60.62,Real Estate,REIT - Residential
2023-01-31,AVB,0.1095154048666888,2023,AVALONBAY COMMNS.,73.21,66.45,61.21,57.0,Real Estate,REIT - Residential
2023-02-28,AVB,-0.0277278164131854,2023,AVALONBAY COMMNS.,73.21,66.45,61.21,57.0,Real Estate,REIT - Residential
2023-03-31,AVB,-0.0258520315646748,2023,AVALONBAY COMMNS.,73.21,66.45,61.21,57.0,Real Estate,REIT - Residential
2023-04-30,AVB,0.0842777421401328,2023,AVALONBAY COMMNS.,73.21,66.45,61.21,57.0,Real Estate,REIT - Residential
2023-05-31,AVB,-0.035427317681057,2023,AVALONBAY COMMNS.,73.21,66.45,61.21,57.0,Real Estate,REIT - Residential
2023-06-30,AVB,0.0878837446053484,2023,AVALONBAY COMMNS.,73.21,66.45,61.21,57.0,Real Estate,REIT - Residential
2023-07-31,AVB,0.0056087030889919,2023,AVALONBAY COMMNS.,73.21,66.45,61.21,57.0,Real Estate,REIT - Residential
2023-08-31,AVB,-0.0256029384415757,2023,AVALONBAY COMMNS.,73.21,66.45,61.21,57.0,Real Estate,REIT - Residential
2023-09-30,AVB,-0.0657164801577288,2023,AVALONBAY COMMNS.,73.21,66.45,61.21,57.0,Real Estate,REIT - Residential
2023-10-31,AVB,-0.0256130586866596,2023,AVALONBAY COMMNS.,73.21,66.45,61.21,57.0,Real Estate,REIT - Residential
2023-11-30,AVB,0.0434415700986259,2023,AVALONBAY COMMNS.,73.21,66.45,61.21,57.0,Real Estate,REIT - Residential
2023-12-31,AVB,0.0825719431403395,2023,AVALONBAY COMMNS.,73.21,66.45,61.21,57.0,Real Estate,REIT - Residential
2020-02-29,AVGO,-0.1066326277813162,2020,BROADCOM,83.42,71.65,66.19,58.43,Technology,Semiconductors
2020-03-31,AVGO,-0.1302912957865623,2020,BROADCOM,83.42,71.65,66.19,58.43,Technology,Semiconductors
2020-04-30,AVGO,0.1650650662537904,2020,BROADCOM,83.42,71.65,66.19,58.43,Technology,Semiconductors
2020-05-31,AVGO,0.0723439927831213,2020,BROADCOM,83.42,71.65,66.19,58.43,Technology,Semiconductors
2020-06-30,AVGO,0.0835650576604571,2020,BROADCOM,83.42,71.65,66.19,58.43,Technology,Semiconductors
2020-07-31,AVGO,0.0139517782701406,2020,BROADCOM,83.42,71.65,66.19,58.43,Technology,Semiconductors
2020-08-31,AVGO,0.0959746842703623,2020,BROADCOM,83.42,71.65,66.19,58.43,Technology,Semiconductors
2020-09-30,AVGO,0.0494598729174171,2020,BROADCOM,83.42,71.65,66.19,58.43,Technology,Semiconductors
2020-10-31,AVGO,-0.0315725951080325,2020,BROADCOM,83.42,71.65,66.19,58.43,Technology,Semiconductors
2020-11-30,AVGO,0.1485858650043596,2020,BROADCOM,83.42,71.65,66.19,58.43,Technology,Semiconductors
2020-12-31,AVGO,0.0903184727755701,2020,BROADCOM,83.42,71.65,66.19,58.43,Technology,Semiconductors
2021-01-31,AVGO,0.0376578061002488,2021,BROADCOM,82.89,66.61,66.67,64.08,Technology,Semiconductors
2021-02-28,AVGO,0.0429966438227737,2021,BROADCOM,82.89,66.61,66.67,64.08,Technology,Semiconductors
2021-03-31,AVGO,-0.0132162983354613,2021,BROADCOM,82.89,66.61,66.67,64.08,Technology,Semiconductors
2021-04-30,AVGO,-0.0083984942485331,2021,BROADCOM,82.89,66.61,66.67,64.08,Technology,Semiconductors
2021-05-31,AVGO,0.0353574066666673,2021,BROADCOM,82.89,66.61,66.67,64.08,Technology,Semiconductors
2021-06-30,AVGO,0.0095483005685437,2021,BROADCOM,82.89,66.61,66.67,64.08,Technology,Semiconductors
2021-07-31,AVGO,0.0259198310076889,2021,BROADCOM,82.89,66.61,66.67,64.08,Technology,Semiconductors
2021-08-31,AVGO,0.0243304892459332,2021,BROADCOM,82.89,66.61,66.67,64.08,Technology,Semiconductors
2021-09-30,AVGO,-0.0246977735873549,2021,BROADCOM,82.89,66.61,66.67,64.08,Technology,Semiconductors
2021-10-31,AVGO,0.1044199871999218,2021,BROADCOM,82.89,66.61,66.67,64.08,Technology,Semiconductors
2021-11-30,AVGO,0.0413979085548137,2021,BROADCOM,82.89,66.61,66.67,64.08,Technology,Semiconductors
2021-12-31,AVGO,0.2017953338297085,2021,BROADCOM,82.89,66.61,66.67,64.08,Technology,Semiconductors
2022-01-31,AVGO,-0.1138879044508984,2022,BROADCOM,81.32,66.58,66.55,62.91,Technology,Semiconductors
2022-02-28,AVGO,0.0026624927874272,2022,BROADCOM,81.32,66.58,66.55,62.91,Technology,Semiconductors
